"_id",pokemon,moves.0,moves.1,moves.2,moves.3,moves.4,moves.5,moves.6,moves.7,moves.8,moves.9,moves.10,moves.11,moves.12,moves.13,moves.14,moves.15,moves.16,moves.17,moves.18,moves.19,moves.20,moves.21,moves.22,moves.23,moves.24,moves.25,moves.26,moves.27,moves.28,moves.29,moves.30,moves.31,moves.32,moves.33,moves.34,moves.35,moves.36,moves.37,moves.38,moves.39,moves.40,moves.41,moves.42,moves.43,moves.44,moves.45,moves.46,moves.47,moves.48,moves.49,moves.50,moves.51,moves.52,moves.53,moves.54,moves.55,moves.56,moves.57,moves.58,moves.59,moves.60,moves.61,moves.62,moves.63,moves.64,moves.65,moves.66,moves.67,moves.68,moves.69,moves.70,moves.71,moves.72,moves.73,moves.74,moves.75,moves.76,moves.77,moves.78,moves.79,moves.80,moves.81,moves.82,moves.83,moves.84,moves.85,moves.86,moves.87,moves.88,moves.89,moves.90,moves.91,moves.92,moves.93,moves.94,moves.95,moves.96,moves.97,moves.98,moves.99,moves.100,moves.101,moves.102,moves.103,moves.104,moves.105
5e825b9602284d30719df520,bidoof,amnesia,aqua-tail,attract,blizzard,captivate,charge-beam,confide,covet,crunch,curse,cut,defense-curl,dig,double-edge,double-team,echoed-voice,endure,facade,frustration,fury-cutter,fury-swipes,grass-knot,growl,headbutt,hidden-power-bug,hidden-power-dark,hidden-power-dragon,hidden-power-electric,hidden-power-fighting,hidden-power-fire,hidden-power-flying,hidden-power-ghost,hidden-power-grass,hidden-power-ground,hidden-power-ice,hidden-power-poison,hidden-power-psychic,hidden-power-rock,hidden-power-steel,hidden-power-water,hyper-fang,ice-beam,icy-wind,iron-tail,last-resort,mud-slap,mud-sport,natural-gift,odor-sleuth,pluck,protect,quick-attack,rain-dance,rest,retaliate,return,rock-climb,rock-smash,rollout,round,secret-power,shadow-ball,shock-wave,skull-bash,sleep-talk,snore,stealth-rock,substitute,sunny-day,super-fang,superpower,swagger,swift,swords-dance,tackle,take-down,taunt,thief,thunder,thunderbolt,thunder-wave,toxic,water-sport,work-up,yawn,,,,,,,,,,,,,,,,,,,,,
5e825b9602284d30719df521,bibarel,amnesia,amnesia,aqua-jet,aqua-tail,aqua-tail,attract,attract,blizzard,blizzard,bulldoze,captivate,captivate,charge-beam,charge-beam,confide,confide,covet,covet,crunch,crunch,curse,curse,cut,cut,defense-curl,defense-curl,dig,dig,dive,double-edge,double-edge,double-team,double-team,echoed-voice,echoed-voice,endure,endure,facade,facade,fling,focus-punch,frustration,frustration,fury-cutter,fury-cutter,fury-swipes,fury-swipes,giga-impact,grass-knot,grass-knot,growl,growl,headbutt,headbutt,hidden-power-bug,hidden-power-bug,hidden-power-dark,hidden-power-dark,hidden-power-dragon,hidden-power-dragon,hidden-power-electric,hidden-power-electric,hidden-power-fighting,hidden-power-fighting,hidden-power-fire,hidden-power-fire,hidden-power-flying,hidden-power-flying,hidden-power-ghost,hidden-power-ghost,hidden-power-grass,hidden-power-grass,hidden-power-ground,hidden-power-ground,hidden-power-ice,hidden-power-ice,hidden-power-poison,hidden-power-poison,hidden-power-psychic,hidden-power-psychic,hidden-power-rock,hidden-power-rock,hidden-power-steel,hidden-power-steel,hidden-power-water,hidden-power-water,hyper-beam,hyper-fang,hyper-fang,ice-beam,ice-beam,icy-wind,icy-wind,iron-tail,iron-tail,last-resort,last-resort,liquidation,mud-slap,mud-slap,mud-sport,natural-gift,natural-gift,odor-sleuth,odor-sleuth,pluck
5e825b9602284d30719df522,kricketot,bide,bug-bite,endeavor,growl,mud-slap,snore,string-shot,struggle-bug,uproar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5e825b9602284d30719df523,kricketune,absorb,aerial-ace,attract,bide,bide,brick-break,bug-bite,bug-bite,bug-buzz,captivate,confide,cut,double-team,echoed-voice,endeavor,endeavor,endure,facade,false-swipe,fell-stinger,flash,focus-energy,frustration,fury-cutter,giga-impact,growl,growl,heal-bell,hidden-power-bug,hidden-power-dark,hidden-power-dragon,hidden-power-electric,hidden-power-fighting,hidden-power-fire,hidden-power-flying,hidden-power-ghost,hidden-power-grass,hidden-power-ground,hidden-power-ice,hidden-power-poison,hidden-power-psychic,hidden-power-rock,hidden-power-steel,hidden-power-water,hone-claws,hyper-beam,hyper-voice,infestation,knock-off,laser-focus,leech-life,mud-slap,mud-slap,natural-gift,night-slash,perish-song,power-up-punch,protect,rain-dance,rest,return,rock-smash,round,screech,secret-power,silver-wind,sing,slash,sleep-talk,snore,snore,sticky-web,strength,string-shot,string-shot,struggle-bug,struggle-bug,substitute,sunny-day,swagger,swords-dance,taunt,throat-chop,toxic,uproar,uproar,x-scissor,,,,,,,,,,,,,,,,,,,
5e825b9602284d30719df524,shinx,attract,baby-doll-eyes,bite,captivate,charge,charge-beam,confide,crunch,discharge,double-kick,double-team,eerie-impulse,endure,facade,fake-tears,fire-fang,flash,frustration,fury-cutter,headbutt,helping-hand,hidden-power-bug,hidden-power-dark,hidden-power-dragon,hidden-power-electric,hidden-power-fighting,hidden-power-fire,hidden-power-flying,hidden-power-ghost,hidden-power-grass,hidden-power-ground,hidden-power-ice,hidden-power-poison,hidden-power-psychic,hidden-power-rock,hidden-power-steel,hidden-power-water,howl,ice-fang,iron-tail,leer,light-screen,magnet-rise,mud-slap,natural-gift,night-slash,protect,quick-attack,rain-dance,rest,return,roar,round,scary-face,secret-power,shock-wave,signal-beam,sleep-talk,snarl,snore,spark,strength,substitute,swagger,swift,tackle,take-down,thief,thunder,thunderbolt,thunder-fang,thunder-wave,toxic,volt-switch,wild-charge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5e825b9602284d30719df525,luxio,attract,attract,baby-doll-eyes,bite,bite,captivate,captivate,charge,charge,charge-beam,charge-beam,confide,confide,crunch,crunch,discharge,discharge,double-kick,double-kick,double-team,double-team,eerie-impulse,eerie-impulse,endure,endure,facade,facade,fake-tears,fake-tears,fire-fang,fire-fang,flash,flash,frustration,frustration,fury-cutter,fury-cutter,headbutt,headbutt,helping-hand,helping-hand,hidden-power-bug,hidden-power-bug,hidden-power-dark,hidden-power-dark,hidden-power-dragon,hidden-power-dragon,hidden-power-electric,hidden-power-electric,hidden-power-fighting,hidden-power-fighting,hidden-power-fire,hidden-power-fire,hidden-power-flying,hidden-power-flying,hidden-power-ghost,hidden-power-ghost,hidden-power-grass,hidden-power-grass,hidden-power-ground,hidden-power-ground,hidden-power-ice,hidden-power-ice,hidden-power-poison,hidden-power-poison,hidden-power-psychic,hidden-power-psychic,hidden-power-rock,hidden-power-rock,hidden-power-steel,hidden-power-steel,hidden-power-water,hidden-power-water,howl,howl,ice-fang,ice-fang,iron-tail,iron-tail,leer,leer,light-screen,light-screen,magnet-rise,magnet-rise,mud-slap,mud-slap,natural-gift,natural-gift,night-slash,night-slash,protect,protect,quick-attack,quick-attack,rain-dance,rain-dance,rest,rest,return,return,roar,roar,round,round,scary-face
5e825b9602284d30719df526,luxray,attract,attract,attract,baby-doll-eyes,bite,bite,bite,captivate,captivate,captivate,charge,charge,charge,charge-beam,charge-beam,charge-beam,confide,confide,confide,crunch,crunch,crunch,discharge,discharge,discharge,double-kick,double-kick,double-kick,double-team,double-team,double-team,eerie-impulse,eerie-impulse,eerie-impulse,electric-terrain,endure,endure,endure,facade,facade,facade,fake-tears,fake-tears,fake-tears,fire-fang,fire-fang,fire-fang,flash,flash,flash,frustration,frustration,frustration,fury-cutter,fury-cutter,fury-cutter,giga-impact,headbutt,headbutt,headbutt,helping-hand,helping-hand,helping-hand,hidden-power-bug,hidden-power-bug,hidden-power-bug,hidden-power-dark,hidden-power-dark,hidden-power-dark,hidden-power-dragon,hidden-power-dragon,hidden-power-dragon,hidden-power-electric,hidden-power-electric,hidden-power-electric,hidden-power-fighting,hidden-power-fighting,hidden-power-fighting,hidden-power-fire,hidden-power-fire,hidden-power-fire,hidden-power-flying,hidden-power-flying,hidden-power-flying,hidden-power-ghost,hidden-power-ghost,hidden-power-ghost,hidden-power-grass,hidden-power-grass,hidden-power-grass,hidden-power-ground,hidden-power-ground,hidden-power-ground,hidden-power-ice,hidden-power-ice,hidden-power-ice,hidden-power-poison,hidden-power-poison,hidden-power-poison,hidden-power-psychic,hidden-power-psychic,hidden-power-psychic,hidden-power-rock,hidden-power-rock,hidden-power-rock,hidden-power-steel
5e825b9602284d30719df527,budew,absorb,growth,stun-spore,worry-seed,pin-missile,solar-beam,rest,snore,protect,giga-drain,attract,rain-dance,sunny-day,facade,swift,weather-ball,bullet-seed,venoshock,round,swords-dance,substitute,sludge-bomb,spikes,endure,sleep-talk,shadow-ball,uproar,seed-bomb,energy-ball,leaf-storm,grass-knot,dazzling-gleam,cotton-spore,extrasensory,life-dew,razor-leaf,sleep-powder,synthesis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5e825b9602284d30719df528,roserade,absorb,absorb,aromatherapy,attract,attract,attract,body-slam,bullet-seed,bullet-seed,bullet-seed,captivate,captivate,captivate,confide,confide,confide,cotton-spore,cotton-spore,cotton-spore,covet,covet,covet,cut,cut,cut,dazzling-gleam,dazzling-gleam,dazzling-gleam,double-edge,double-team,double-team,double-team,endure,endure,endure,energy-ball,energy-ball,energy-ball,extrasensory,extrasensory,facade,facade,facade,flash,flash,flash,frustration,frustration,frustration,fury-cutter,fury-cutter,giga-drain,giga-drain,giga-drain,giga-impact,grass-knot,grass-knot,grass-knot,grass-whistle,grass-whistle,grass-whistle,grassy-terrain,growth,growth,hidden-power-bug,hidden-power-bug,hidden-power-bug,hidden-power-dark,hidden-power-dark,hidden-power-dark,hidden-power-dragon,hidden-power-dragon,hidden-power-dragon,hidden-power-electric,hidden-power-electric,hidden-power-electric,hidden-power-fighting,hidden-power-fighting,hidden-power-fighting,hidden-power-fire,hidden-power-fire,hidden-power-fire,hidden-power-flying,hidden-power-flying,hidden-power-flying,hidden-power-ghost,hidden-power-ghost,hidden-power-ghost,hidden-power-grass,hidden-power-grass,hidden-power-grass,hidden-power-ground,hidden-power-ground,hidden-power-ground,hidden-power-ice,hidden-power-ice,hidden-power-ice,hidden-power-poison,hidden-power-poison,hidden-power-poison,hidden-power-psychic,hidden-power-psychic,hidden-power-psychic,hidden-power-rock,hidden-power-rock,hidden-power-rock
5e825b9602284d30719df529,cranidos,ancient-power,assurance,attract,blizzard,bulldoze,captivate,chip-away,confide,crunch,curse,dig,double-edge,double-team,dragon-pulse,earth-power,earthquake,endeavor,endure,facade,fire-blast,fire-punch,flamethrower,fling,focus-energy,frustration,hammer-arm,headbutt,head-smash,hidden-power-bug,hidden-power-dark,hidden-power-dragon,hidden-power-electric,hidden-power-fighting,hidden-power-fire,hidden-power-flying,hidden-power-ghost,hidden-power-grass,hidden-power-ground,hidden-power-ice,hidden-power-poison,hidden-power-psychic,hidden-power-rock,hidden-power-steel,hidden-power-water,ice-beam,incinerate,iron-head,iron-tail,leer,mud-slap,natural-gift,payback,power-up-punch,protect,pursuit,rain-dance,rest,return,roar,rock-climb,rock-polish,rock-slide,rock-smash,rock-tomb,round,sandstorm,scary-face,screech,secret-power,shock-wave,slam,sleep-talk,smack-down,snore,spite,stealth-rock,stomp,stone-edge,strength,substitute,sunny-day,superpower,swagger,swords-dance,take-down,thief,thrash,thunder,thunderbolt,thunder-punch,toxic,uproar,whirlwind,zen-headbutt,,,,,,,,,,,,
5e825b9602284d30719df52a,rampardos,ancient-power,ancient-power,assurance,assurance,attract,attract,avalanche,blizzard,blizzard,brick-break,bulldoze,bulldoze,captivate,captivate,chip-away,chip-away,confide,confide,crunch,crunch,curse,curse,cut,dig,dig,double-edge,double-edge,double-team,double-team,dragon-pulse,dragon-pulse,dragon-tail,earth-power,earth-power,earthquake,earthquake,endeavor,endeavor,endure,endure,facade,facade,fire-blast,fire-blast,fire-punch,fire-punch,flamethrower,flamethrower,fling,fling,focus-blast,focus-energy,focus-energy,focus-punch,frustration,frustration,giga-impact,hammer-arm,hammer-arm,headbutt,headbutt,head-smash,head-smash,hidden-power-bug,hidden-power-bug,hidden-power-dark,hidden-power-dark,hidden-power-dragon,hidden-power-dragon,hidden-power-electric,hidden-power-electric,hidden-power-fighting,hidden-power-fighting,hidden-power-fire,hidden-power-fire,hidden-power-flying,hidden-power-flying,hidden-power-ghost,hidden-power-ghost,hidden-power-grass,hidden-power-grass,hidden-power-ground,hidden-power-ground,hidden-power-ice,hidden-power-ice,hidden-power-poison,hidden-power-poison,hidden-power-psychic,hidden-power-psychic,hidden-power-rock,hidden-power-rock,hidden-power-steel,hidden-power-steel,hidden-power-water,hidden-power-water,hyper-beam,ice-beam,ice-beam,incinerate,incinerate,iron-head,iron-head,iron-tail,iron-tail,laser-focus,leer
5e825b9602284d30719df52b,shieldon,ancient-power,attract,blizzard,body-slam,bulldoze,captivate,confide,counter,curse,dig,double-edge,double-team,earth-power,earthquake,endure,facade,fire-blast,fissure,flamethrower,flash-cannon,focus-energy,frustration,guard-split,headbutt,heavy-slam,hidden-power-bug,hidden-power-dark,hidden-power-dragon,hidden-power-electric,hidden-power-fighting,hidden-power-fire,hidden-power-flying,hidden-power-ghost,hidden-power-grass,hidden-power-ground,hidden-power-ice,hidden-power-poison,hidden-power-psychic,hidden-power-rock,hidden-power-steel,hidden-power-water,ice-beam,incinerate,iron-defense,iron-head,iron-tail,magnet-rise,metal-burst,metal-sound,mud-slap,natural-gift,protect,rain-dance,rest,return,roar,rock-blast,rock-polish,rock-slide,rock-smash,rock-tomb,round,sandstorm,scary-face,screech,secret-power,shock-wave,sleep-talk,smack-down,snore,stealth-rock,stone-edge,strength,substitute,sunny-day,swagger,tackle,take-down,taunt,thunder,thunderbolt,torment,toxic,wide-guard,,,,,,,,,,,,,,,,,,,,,,
5e825b9602284d30719df52c,bastiodon,ancient-power,ancient-power,attract,attract,avalanche,blizzard,blizzard,block,body-slam,body-slam,bulldoze,bulldoze,captivate,captivate,confide,confide,counter,counter,curse,curse,dig,dig,double-edge,double-edge,double-team,double-team,earth-power,earth-power,earthquake,earthquake,endure,endure,facade,facade,fire-blast,fire-blast,fissure,fissure,flamethrower,flamethrower,flash-cannon,flash-cannon,focus-energy,focus-energy,frustration,frustration,giga-impact,guard-split,guard-split,headbutt,headbutt,heavy-slam,heavy-slam,hidden-power-bug,hidden-power-bug,hidden-power-dark,hidden-power-dark,hidden-power-dragon,hidden-power-dragon,hidden-power-electric,hidden-power-electric,hidden-power-fighting,hidden-power-fighting,hidden-power-fire,hidden-power-fire,hidden-power-flying,hidden-power-flying,hidden-power-ghost,hidden-power-ghost,hidden-power-grass,hidden-power-grass,hidden-power-ground,hidden-power-ground,hidden-power-ice,hidden-power-ice,hidden-power-poison,hidden-power-poison,hidden-power-psychic,hidden-power-psychic,hidden-power-rock,hidden-power-rock,hidden-power-steel,hidden-power-steel,hidden-power-water,hidden-power-water,hyper-beam,ice-beam,ice-beam,incinerate,incinerate,iron-defense,iron-defense,iron-head,iron-head,iron-tail,iron-tail,magic-coat,magnet-rise,magnet-rise,metal-burst,metal-burst,metal-sound,metal-sound,mud-slap,mud-slap,natural-gift
5e825b9602284d30719df52d,burmy,bug-bite,electroweb,hidden-power-bug,hidden-power-dark,hidden-power-dragon,hidden-power-electric,hidden-power-fighting,hidden-power-fire,hidden-power-flying,hidden-power-ghost,hidden-power-grass,hidden-power-ground,hidden-power-ice,hidden-power-poison,hidden-power-psychic,hidden-power-rock,hidden-power-steel,hidden-power-water,protect,snore,string-shot,tackle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5e825b9602284d30719df52e,wormadam,ally-switch,attract,bug-bite,bug-bite,bug-buzz,bullet-seed,captivate,confide,confusion,double-team,dream-eater,electroweb,electroweb,endeavor,endure,energy-ball,facade,flail,flash,frustration,giga-drain,giga-impact,grass-knot,growth,hidden-power-bug,hidden-power-bug,hidden-power-dark,hidden-power-dark,hidden-power-dragon,hidden-power-dragon,hidden-power-electric,hidden-power-electric,hidden-power-fighting,hidden-power-fighting,hidden-power-fire,hidden-power-fire,hidden-power-flying,hidden-power-flying,hidden-power-ghost,hidden-power-ghost,hidden-power-grass,hidden-power-grass,hidden-power-ground,hidden-power-ground,hidden-power-ice,hidden-power-ice,hidden-power-poison,hidden-power-poison,hidden-power-psychic,hidden-power-psychic,hidden-power-rock,hidden-power-rock,hidden-power-steel,hidden-power-steel,hidden-power-water,hidden-power-water,hyper-beam,infestation,leaf-storm,natural-gift,protect,protect,psybeam,psychic,psych-up,quiver-dance,rain-dance,razor-leaf,rest,return,round,safeguard,secret-power,seed-bomb,shadow-ball,signal-beam,skill-swap,sleep-talk,snore,snore,solar-beam,string-shot,string-shot,struggle-bug,substitute,sucker-punch,sunny-day,swagger,synthesis,tackle,tackle,telekinesis,thief,toxic,uproar,venoshock,worry-seed,,,,,,,,,
5e825b9602284d30719df52f,mothim,acrobatics,aerial-ace,air-cutter,air-slash,attract,bug-bite,bug-bite,bug-buzz,camouflage,captivate,confide,confusion,defog,double-team,dream-eater,electroweb,electroweb,endure,energy-ball,facade,flash,frustration,giga-drain,giga-impact,gust,hidden-power-bug,hidden-power-bug,hidden-power-dark,hidden-power-dark,hidden-power-dragon,hidden-power-dragon,hidden-power-electric,hidden-power-electric,hidden-power-fighting,hidden-power-fighting,hidden-power-fire,hidden-power-fire,hidden-power-flying,hidden-power-flying,hidden-power-ghost,hidden-power-ghost,hidden-power-grass,hidden-power-grass,hidden-power-ground,hidden-power-ground,hidden-power-ice,hidden-power-ice,hidden-power-poison,hidden-power-poison,hidden-power-psychic,hidden-power-psychic,hidden-power-rock,hidden-power-rock,hidden-power-steel,hidden-power-steel,hidden-power-water,hidden-power-water,hyper-beam,infestation,lunge,mud-slap,natural-gift,ominous-wind,poison-powder,protect,protect,psybeam,psychic,psych-up,quiver-dance,rain-dance,rest,return,roost,round,safeguard,secret-power,shadow-ball,signal-beam,silver-wind,skill-swap,sleep-talk,snore,snore,solar-beam,string-shot,string-shot,struggle-bug,substitute,sunny-day,swagger,swift,tackle,tackle,tailwind,thief,toxic,twister,u-turn,venoshock,,,,,,
5e825b9602284d30719df530,combee,air-cutter,bug-bite,bug-buzz,endeavor,gust,mud-slap,ominous-wind,snore,string-shot,sweet-scent,swift,tailwind,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5e825b9602284d30719df531,vespiquen,slash,struggle-bug,bug-bite,sweet-scent,gust,poison-sting,confuse-ray,fury-cutter,aromatic-mist,fell-stinger,fury-swipes,swagger,aromatherapy,air-slash,power-gem,toxic,attack-order,defend-order,destiny-bond,pin-missile,hyper-beam,giga-impact,screech,rest,thief,snore,protect,attract,rain-dance,sunny-day,beat-up,facade,swift,revenge,u-turn,assurance,fling,cross-poison,venoshock,round,hex,acrobatics,substitute,reversal,sludge-bomb,endure,sleep-talk,uproar,toxic-spikes,x-scissor,bug-buzz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5e825b9602284d30719df532,pachirisu,attract,baby-doll-eyes,bestow,bide,bite,captivate,charge,charge-beam,charm,confide,covet,cut,defense-curl,dig,discharge,double-team,echoed-voice,electro-ball,electroweb,endure,facade,fake-tears,flail,flash,flatter,fling,follow-me,frustration,grass-knot,growl,gunk-shot,headbutt,helping-hand,hidden-power-bug,hidden-power-dark,hidden-power-dragon,hidden-power-electric,hidden-power-fighting,hidden-power-fire,hidden-power-flying,hidden-power-ghost,hidden-power-grass,hidden-power-ground,hidden-power-ice,hidden-power-poison,hidden-power-psychic,hidden-power-rock,hidden-power-steel,hidden-power-water,hyper-fang,ion-deluge,iron-tail,laser-focus,last-resort,light-screen,magnet-rise,mud-slap,natural-gift,nuzzle,protect,quick-attack,rain-dance,rest,return,rollout,round,secret-power,seed-bomb,shock-wave,sleep-talk,snore,spark,substitute,super-fang,swagger,sweet-kiss,swift,tail-whip,thunder,thunderbolt,thunder-punch,thunder-wave,toxic,uproar,u-turn,volt-switch,,,,,,,,,,,,,,,,,,,,
5e825b9602284d30719df533,buizel,agility,aqua-jet,aqua-ring,aqua-tail,attract,baton-pass,blizzard,brick-break,brine,bulk-up,captivate,confide,dig,dive,double-hit,double-slap,double-team,echoed-voice,endure,facade,focus-punch,frustration,fury-cutter,fury-swipes,growl,hail,headbutt,helping-hand,hidden-power-bug,hidden-power-dark,hidden-power-dragon,hidden-power-electric,hidden-power-fighting,hidden-power-fire,hidden-power-flying,hidden-power-ghost,hidden-power-grass,hidden-power-ground,hidden-power-ice,hidden-power-poison,hidden-power-psychic,hidden-power-rock,hidden-power-steel,hidden-power-water,hydro-pump,ice-beam,ice-punch,icy-wind,iron-tail,me-first,mud-slap,natural-gift,odor-sleuth,power-up-punch,protect,pursuit,quick-attack,rain-dance,razor-wind,rest,return,rock-smash,rock-tomb,round,scald,secret-power,slash,sleep-talk,snore,soak,sonic-boom,strength,substitute,surf,swagger,swift,switcheroo,tail-slap,toxic,waterfall,water-gun,water-pulse,water-sport,whirlpool,,,,,,,,,,,,,,,,,,,,,,
5e825b9602284d30719df534,floatzel,agility,agility,aqua-jet,aqua-jet,aqua-ring,aqua-ring,aqua-tail,aqua-tail,attract,attract,baton-pass,baton-pass,blizzard,blizzard,brick-break,brick-break,brine,brine,bulk-up,bulk-up,captivate,captivate,confide,confide,crunch,dig,dig,dive,dive,double-hit,double-hit,double-slap,double-slap,double-team,double-team,echoed-voice,echoed-voice,endure,endure,facade,facade,focus-blast,focus-punch,focus-punch,frustration,frustration,fury-cutter,fury-cutter,fury-swipes,fury-swipes,giga-impact,growl,growl,hail,hail,headbutt,headbutt,helping-hand,helping-hand,hidden-power-bug,hidden-power-bug,hidden-power-dark,hidden-power-dark,hidden-power-dragon,hidden-power-dragon,hidden-power-electric,hidden-power-electric,hidden-power-fighting,hidden-power-fighting,hidden-power-fire,hidden-power-fire,hidden-power-flying,hidden-power-flying,hidden-power-ghost,hidden-power-ghost,hidden-power-grass,hidden-power-grass,hidden-power-ground,hidden-power-ground,hidden-power-ice,hidden-power-ice,hidden-power-poison,hidden-power-poison,hidden-power-psychic,hidden-power-psychic,hidden-power-rock,hidden-power-rock,hidden-power-steel,hidden-power-steel,hidden-power-water,hidden-power-water,hydro-pump,hydro-pump,hyper-beam,ice-beam,ice-beam,ice-fang,ice-punch,ice-punch,icy-wind,icy-wind,iron-tail,iron-tail,liquidation,low-kick,me-first
5e825b9602284d30719df535,cherubi,morning-sun,tackle,leafage,growth,helping-hand,magical-leaf,leech-seed,take-down,petal-blizzard,worry-seed,solar-beam,safeguard,rest,snore,protect,giga-drain,attract,sunny-day,facade,weather-ball,bullet-seed,round,draining-kiss,grassy-terrain,swords-dance,substitute,endure,sleep-talk,seed-bomb,energy-ball,grass-knot,dazzling-gleam,pollen-puff,aromatherapy,defense-curl,flower-shield,heal-pulse,healing-wish,nature-power,razor-leaf,rollout,sweet-scent,tickle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5e825b9602284d30719df536,cherrim,sunny-day,flower-shield,morning-sun,tackle,leafage,growth,helping-hand,magical-leaf,leech-seed,take-down,petal-blizzard,worry-seed,solar-beam,petal-dance,hyper-beam,giga-impact,solar-blade,safeguard,rest,snore,protect,giga-drain,attract,facade,weather-ball,bullet-seed,round,draining-kiss,grassy-terrain,swords-dance,substitute,endure,sleep-talk,seed-bomb,energy-ball,grass-knot,play-rough,dazzling-gleam,pollen-puff,aromatherapy,defense-curl,heal-pulse,healing-wish,nature-power,razor-leaf,rollout,sweet-scent,tickle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5e825b9602284d30719df537,shellos,water-gun,mud-slap,harden,recover,water-pulse,ancient-power,body-slam,muddy-water,earth-power,rain-dance,memento,rest,snore,protect,icy-wind,attract,hail,whirlpool,facade,dive,mud-shot,brine,round,hydro-pump,surf,ice-beam,blizzard,amnesia,substitute,endure,sleep-talk,scald,acid-armor,clear-smog,counter,curse,mirror-coat,mist,sludge,spit-up,stockpile,swallow,yawn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5e825b9602284d30719df538,gastrodon,water-gun,mud-slap,harden,recover,water-pulse,ancient-power,body-slam,muddy-water,earth-power,rain-dance,memento,hyper-beam,giga-impact,dig,rest,rock-slide,snore,protect,icy-wind,attract,sandstorm,hail,whirlpool,facade,dive,weather-ball,rock-tomb,sand-tomb,mud-shot,brine,round,bulldoze,stomping-tantrum,hydro-pump,surf,ice-beam,blizzard,earthquake,waterfall,amnesia,substitute,sludge-bomb,endure,sleep-talk,stone-edge,sludge-wave,scald,acid-armor,clear-smog,counter,curse,mirror-coat,mist,sludge,spit-up,stockpile,swallow,yawn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5e825b9602284d30719df539,ambipom,acrobatics,acrobatics,aerial-ace,aerial-ace,agility,agility,astonish,astonish,attract,attract,baton-pass,baton-pass,beat-up,beat-up,body-slam,bounce,bounce,brick-break,brick-break,captivate,captivate,confide,confide,counter,counter,covet,covet,cut,cut,defense-curl,dig,dig,double-edge,double-hit,double-hit,double-slap,double-slap,double-team,double-team,dream-eater,dream-eater,dual-chop,dynamic-punch,endure,endure,facade,facade,fake-out,fake-out,fire-punch,fire-punch,fling,fling,focus-punch,focus-punch,foul-play,foul-play,frustration,frustration,fury-cutter,fury-cutter,fury-swipes,fury-swipes,giga-impact,grass-knot,grass-knot,gunk-shot,gunk-shot,headbutt,headbutt,hidden-power-bug,hidden-power-bug,hidden-power-dark,hidden-power-dark,hidden-power-dragon,hidden-power-dragon,hidden-power-electric,hidden-power-electric,hidden-power-fighting,hidden-power-fighting,hidden-power-fire,hidden-power-fire,hidden-power-flying,hidden-power-flying,hidden-power-ghost,hidden-power-ghost,hidden-power-grass,hidden-power-grass,hidden-power-ground,hidden-power-ground,hidden-power-ice,hidden-power-ice,hidden-power-poison,hidden-power-poison,hidden-power-psychic,hidden-power-psychic,hidden-power-rock,hidden-power-rock,hidden-power-steel,hidden-power-steel,hidden-power-water,hidden-power-water,hone-claws,hone-claws,hyper-beam,ice-punch
5e825b9602284d30719df53a,drifloon,acrobatics,air-cutter,ally-switch,amnesia,astonish,attract,baton-pass,bind,body-slam,calm-mind,captivate,charge-beam,clear-smog,confide,constrict,cut,defog,destiny-bond,disable,double-team,dream-eater,embargo,endure,explosion,facade,flash,focus-energy,frustration,gust,gyro-ball,haze,hex,hidden-power-bug,hidden-power-dark,hidden-power-dragon,hidden-power-electric,hidden-power-fighting,hidden-power-fire,hidden-power-flying,hidden-power-ghost,hidden-power-grass,hidden-power-ground,hidden-power-ice,hidden-power-poison,hidden-power-psychic,hidden-power-rock,hidden-power-steel,hidden-power-water,hypnosis,icy-wind,knock-off,magic-coat,memento,minimize,mud-slap,natural-gift,ominous-wind,pain-split,payback,protect,psychic,psych-up,rain-dance,recycle,rest,return,rollout,round,secret-power,shadow-ball,shock-wave,silver-wind,skill-swap,sleep-talk,snore,spite,spit-up,stockpile,substitute,sucker-punch,sunny-day,swagger,swallow,swift,tailwind,telekinesis,thief,thunder,thunderbolt,thunder-wave,toxic,trick,weather-ball,will-o-wisp,,,,,,,,,,,,
